;Level;Stance;Claim;Votes
4143;1.0;pro;A fetus is not self aware, conscious, or able to feel pain.;['2', '1', '2', '0', '6']
4144;1.0;pro;It is not until 28-30 weeks into the pregnancy that the fetus starts to feel pain. A woman should have the right to an abortion, as long as it's before that time.;['1', '1', '0', '1', '2']
4145;1.0;con;Killing people is still considered unethical even if the victim doesn't feel pain.;['0', '0', '1', '0', '0']
4146;1.0;con;Ethics and morality are subjective and can vary from society to society or even from person to person.;['0', '0', '1', '0', '0']
4147;1.0;pro;Morals are a set of rules that individuals live by, thus it cannot be suggested that people with different morals are somehow incorrect or wrong. Women should have the right to choose what happens to their body and to live by the morals they choose for themselves.;['1', '1', '0', '1', '0']
4148;1.0;con;Saying that “women should always have the right to choose” is a moral judgment, that according to your argument, can not be judged as “correct” or “right.” All laws are codifications of moral judgments, and there are some acts that are universally considered immoral, such as the taking of an innocent human life.;['1', '1', '1', '0', '1']
4149;1.0;con;If a society polices for murder, theft, or other crimes considered immoral, then that society finds it ethically acceptable to determine what is a crime, create laws to prohibit that crime, and then police to enforce the law.;['0', '1', '2', '0', '1']
4150;1.0;pro;These laws may change over time as the society reevaluates and changes, but the fundamental ethics of the society hold that it may create laws based in moral principles and then enforce them.;['0', '0', '1', '0', '0']
4151;1.0;pro;No one can dictate a certain morality to another person nor can they demand how another person acts or how they should feel based on their individual morals.;['0', '0', '1', '0', '0']
4152;1.0;pro;As with all acts, the morality of abortion varies with the person's context.;['1', '0', '2', '0', '1']
4153;1.0;pro;In an instance where the pregnant woman's life is at risk and the fetus would not survive on it's own, utilitarianism argues that an abortion would be more ethical than letting both the woman and the fetus die.;['1', '1', '0', '1', '0']
4154;1.0;pro;The basis of utilitarianism argumentation would be that the overall good of saving the woman's life outweighs any unethical implications of abortions.;['0', '0', '1', '0', '0']
4155;1.0;con;"Having an abortion for medical reasons makes up less than 1% of all abortions, even lower when the ""life of the mother"" is in jeopardy. The utilitarian justification for abortion is therefore very, very small.";['0', '1', '1', '0', '1']
4156;1.0;pro;Statistics regarding the number of abortions due to endangerment of mother's life back this up. Florida, 2015: 0.065%. UK,1968-2011: 0.006%. U.S. estimate: 1%.;['2', '1', '1', '0', '4']
4157;1.0;pro;It is reasonable to give priority to the mother over the child in extreme cases. However, this does not make voluntary abortions acceptable.;['3', '1', '1', '1', '2']
4158;1.0;con;Abortion would still need to be legal for those cases, as adoption would not solve the issue at hand.;['1', '1', '1', '0', '1']
4159;1.0;con;"""Less than 1% of all abortions"" could be misleading because if between 1970 and 2014, there were ""44.5 million legal induced abortions"", then there could be 445k abortions that fall in this category. That would be a significant impact to a lot of people.";['1', '1', '1', '0', '5']
4160;1.0;con;The number of times something happens doesn't always make it less important. If you, or someone else you care about, were in that 1%, you would likely want them to be able to access to abortion.;['1', '1', '1', '1', '2']
4161;1.0;con;The utilitarian argument is not the only basis in determining the ethical implications of abortion.;['0', '2', '1', '0', '1']
4162;1.0;pro;There are many reasons why utilitarianism may be flawed.;['1', '1', '1', '0', '1']
4163;1.0;con;Utilitarian evaluations are relevant to many people, particularly utilitarians, whether they are the sole basis for every person's opinion or not.;['1', '1', '1', '0', '1']
4164;1.0;con;Many argue that morality is not subjective when it comes to causing harm. If abortion causes harm to the fetus then the context does not matter.;['1', '0', '2', '0', '1']
4165;1.0;con;Different people can hold different opinions of ethics, however that does not mean they are all equally correct and does not prove the subjectivity of ethical rules.;['0', '0', '2', '1', '3']
4166;1.0;pro;Ethics can vary from culture to culture, with some slavery, for example. However, the underlying moral standards of right and wrong do not vary, even if a culture chooses not to base its ethics in those moral principles.;['0', '1', '1', '0', '1']
4167;1.0;con;There is no indication to believe that there are moral standards of right and wrong.;['1', '0', '2', '0', '0']
4168;1.0;pro;There is large debate about the existence of objective morality.;['1', '1', '1', '0', '0']
4169;1.0;con;Under this thinking you could do whatever you want, whenever you want, and for whatever reason you want, no matter how many people get hurt, killed, or taken advantage of in the process.;['1', '1', '1', '0', '2']
4170;1.0;con;"Most relevant definitions of ""subjective"" state that something is subjective if different people can hold different opinions on the matter. If people can hold different opinions on whether or not abortion is immoral or unethical, it is subjective according to those definitions.";['1', '0', '1', '1', '1']
4171;1.0;con;"Morality by definition is not subjective. Preferences are entirely subjective and are neither right or wrong, they are just different tastes. Morality assumes ""right"" is not ""wrong"" and vice versa. Whenever a person assumes something is right they are assuming it is not wrong thus automatically proving a standard.";['1', '0', '2', '0', '1']
4172;1.0;con;Fetuses can feel pain well before that.;['0', '0', '2', '0', '1']
4173;1.0;pro;"A study concludes that from the 15th week of gestation onward, “the fetus is extremely sensitive to painful stimuli,"" and this should be considered when performing invasive medical procedures on the fetus to prevent suffering.";['0', '2', '1', '0', '1']
4174;1.0;con;The support for this argument is a single testimony provided in an article written by an organization prejudiced against abortion.;['1', '1', '1', '1', '2']
4175;1.0;con;Not being self aware, conscious, and able to feel pain does not stop one from being a person with rights.;['0', '0', '1', '0', '0']
4176;1.0;pro;People in a coma or people in an alive but unconscious state aren't disqualified as human or having less rights simply because they are not aware.;['0', '0', '1', '0', '0']
4177;1.0;pro;It is definitely wrong to end the life of a person in a coma if the coma is reversible, and the person probably has a long life ahead of them.;['0', '0', '1', '0', '0']
